s,desired_out
行者道：「既無貶書，又不曾趕你，你來我這裏怎的？」,行者:道:八戒
祖師道：「此欲長生，亦如『水中撈月』。」,菩提祖師:道:孫悟空
猴王聽說，心中大怒道：「潑毛神，休誇大口，少弄長舌！我本待一棒打死你，恐無人去報信；且留你性命，快早回天，對玉皇說：他甚不用賢！老孫有無窮的本事，為何教我替他養馬？你看我這旌旗上字號。若依此字號陞官，我就不動刀兵，自然的天地清泰；如若不依時間，就打上靈霄寶殿，教他龍床定坐不成！」,孙悟空:大怒道:巨靈神
行者叩頭道：「菩薩，我師父有難，特來拜問通天河妖怪根源。」,行者:叩頭道:菩薩
八戒道：「話便也是這等說，卻只是我脫俗又還俗，停妻再娶妻了。」,八戒:道:行者
三藏道：「悟空，你想有些耳閉？他說教我們留馬匹、行李，你倒問他要甚麼衣服、盤纔？」,三藏:道:孫悟空
行者道：「既如此，請師父進去，不必多言。」,行者:道:三藏
那山神、土地纔怕道：「委實不知，不知。只聽得那魔頭念起遣山咒法，我們就把山移將來了。誰曉得是孫大聖？」,山神、土地:道:揭諦
行者扯住道：「且休忙。待他散了，方可下去。」,行者:扯住道:八戒
八戒道：「我們只怕是奶奶來了，就要蒸喫；原來不是奶奶，是舊話來了。」,八戒:道:沙僧
那魔王急回頭，掣出寶刀，高叫道：「孫行者，你好憊𢤿！我來占別人的帝位，與你無干，你怎麼來抱不平，泄漏我的機密！」,魔王:高叫道:行者
將白馬拴在槽頭，行李挑在屋裏。,小妖:拴:白馬
健將道：「在天一日，即在下方一年也。」,四健將:道:孫悟空
大仙又吩咐道：「還該打三藏訓教不嚴，縱放頑徒撒潑。」,鎮元大仙:吩咐道:小仙
行者道：「師父莫鬧。那童兒都睡去了，只等他睡著了，我們連夜起身。」,行者:道:三藏
急掣棒要打那個唐僧，卻又道：「徒弟莫打，是我！」,唐僧:道:行者
光蕊道：「孩兒叨賴母親福庇，忝中狀元，欽賜遊街；經過丞相殷府門前，遇拋打繡毬適中，蒙丞相即將小姐招孩兒為婿。朝廷除孩兒為江州州主，今來接取母親，同去赴任。」,光蕊:道:張氏
八戒道：「哥哥來得快啞！可曾請得龍王來？」,八戒:道:行者
又道：「汝今真魂，權且在我水府中做個都領。」,龍王:道:光蕊
那老魔喝了一聲，眾妖兵一齊圍上。,眾妖兵:圍上:行者、八戒
尋到皇城東街，殷丞相府上，與門上人道：「小僧是親戚，來探相公。」,玄奘:道:門上人
行者笑道：「也罷，你是去得。若見了菩薩，切休仰視，只可低頭禮拜。等他問時，你卻將地名、妖名說與他，再請救師父之事。他若肯來，定取擒了怪物。」,行者:笑道:八戒
行者扯住菩薩不放道：「我不去了！我不去了！西方路這等崎嶇，保這個凡僧，幾時得到？似這等多磨多折，老孫的性命也難全，如何成得甚麼功果！我不去了！我不去了！」,孫悟空:扯住、道:菩薩
行者道：「獃子，不是䌋縺，我們被他籠在衣袖中哩。」,行者:道:八戒
陳老道：「老爺放心，莫見雪深憂慮。我舍下頗有幾石糧食，供養得老爺們半生。」,老者:道:三藏
三藏道：「不當人子，莫說這空頭話！快起來，莫悞了走路。」,三藏:道:孫悟空
那妖王立在山前道：「我要刷洗唐僧去哩！」,妖王:道:行者
那老者笑道：「這馬是那裏偷來的？」,老者:笑道:孫悟空
菩薩道：「乃陛下令甥顯聖二郎真君，見居灌洲灌江口，享受下方香火。他昔日曾力誅六怪，又有梅山兄弟與帳前一千二百草頭神，神通廣大。奈他只是聽調不聽宣，陛下可降一道調兵旨意，著他助力，便可擒也。」,菩薩:道:玉帝
行者道：「怪道他變個老道士，把我師父騙去了。既這等，你都且記打，回去罷。等老孫自家拿他。」,行者:道:土地
行者道：「菩薩，這是你坐下的一個青毛獅子，卻怎麼走將來成精，你就不收服他？」,行者:道:文殊菩薩
鬼判不能相認，一個個磕頭迎接。,鬼判:磕頭:孫悟空
那大力鬼王與眾啟奏道：「萬歲，這大聖不知是何處學得這護身之法。臣等用刀砍斧剁，雷打火燒，一毫不能傷損？卻如之何？」,大力鬼王:啟奏道:玉帝
行者道：「先生又差了。偷果子時，我師父不知，他在殿上與你二童講話，是我兄弟們做的勾當。縱是有教訓不嚴之罪，我為弟子的，也當替打。再打我罷。」,行者:道:鎮元大仙
那怪道：「我這兩件寶貝，每一個可裝千人哩。」,伶俐蟲:道:行者
這大聖縱祥光，起在九霄，正欲下個切手，只見那東北上，一朵彩雲裏面，厲聲叫道：「孫悟空，且休下手！」,文殊菩薩:叫道:行者
三藏道：「既從吾善果，要做徒弟，我與你起個法名，早晚好呼喚。」,三藏:道:怪
行者道：「好！好！」,行者:道:八戒
菩薩聞言，即著善財龍女去蓮花池裏，劈一瓣蓮花，拖在石巖下邊水上，教行者：「你上那蓮花瓣兒，我渡你過海。」,菩薩:教:行者
菩薩道：「我受了如來法令，在此鎮押黃風怪。如來賜了我一顆『定風丹』，一柄『飛龍寶杖』。當時被我拿住，饒了他的性命，放他去隱姓歸山，不許傷生造孽，不知他今日欲害令師。有違教令，我之罪也。」,菩薩:道:行者
八戒慌了道：「大王還照舊罷，不要喫壞例子。」,八戒:道:怪物
你看那惹禍的猴王，引至朝門，與閣門大使言道：「我等是東土大唐駕下差來，上西天拜佛求經者。今到此倒換關文，煩大人轉達，是謂不誤善果。」,行者:道:閣門大使
行者道：「賢弟，這番我再不急性了，只讓你引他上來，我攔住河沿，不讓他回去，務要將他擒了。」,行者:道:八戒
妖王道：「憑他變甚小的。我這裏每一層門上，有四五個小妖把守，他怎生得入！」,妖王:道:行者
唐僧道：「我與你有甚恩？」,三藏:道:行者
行者聞言，冷笑道：「我們去，不必問他，問我便了。」,行者:道:三藏
老漁把栰子一篙撐開道：「不要錢，不要錢。」,漁翁:道:孫悟空
唐僧大驚道：「悟空，我當時只是菩薩暗受一卷緊箍兒咒，卻沒有甚麼鬆箍兒咒。」,三藏:大罵道:行者
如來講罷，對眾言曰：「我觀四大部洲，眾生善惡，各方不一：東勝神洲者，敬天禮地，心爽氣平；北鉅盧洲者，雖好殺生，祇因糊口，性拙情疏，無多作踐；我西牛賀洲者，不貪不殺，養氣潛靈，雖無上真，人人固壽；但那南贍部洲者，貪淫樂禍，多殺多爭，正所謂口舌凶場，是非惡海。我今有三藏真經，可以勸人為善。」,如來佛祖:曰:眾
八戒道：「我乃是天蓬元帥；只因罪犯天條，墮落下世，幸今皈正為僧。自從東土來此，第一會降妖的是我。」,八戒:道:國王
三藏喜道：「出家人若有桃子喫，就為上分了！」,三藏:喜道:行者
那八戒見了壽星，近前扯住，笑道：「你這肉頭老兒，許久不見，還是這般脫洒，帽兒也不帶個來。」,八戒:笑道:壽星、福星、祿星
且不題善菩薩收了童子。,菩薩:收:妖王
三藏道：「如何不是？」,三藏:道:孫悟空
伯欽道：「長老不知，此山喚做兩界山。東半邊屬我大唐所管，西半邊乃是韃靼的地界。那廂狼虎，不伏我降，我卻也不能過界，你自去罷。」,伯欽:道:三藏
伯欽道：「我也是那等一夢，與你一般。我們起去對母親說去。」,伯欽:道:媳婦
那鬼王領了旨，即駕起雲，徑至灌江口。,大力鬼王:領旨:玉帝
諕得那門內妖邪，急跑去報：「禍事了！」,小妖:報:鼉龍
即開口叫道：「孩兒們，我來了也！」,孫悟空:叫道:眾猴
行者笑道：「你上來，你上來。」,行者:笑道:老黿
八戒道：「不瞞師父說，老豬自從跟了你，這些時俊了許多哩。若像往常在高老莊時，把嘴朝前一掬，把耳兩頭一擺，常嚇殺二三十人哩。」,八戒:道:三藏
那怪見他捽耳朵，噴粘涎，舞釘鈀，口裏吆吆喝喝的，也儘有些悚懼，即回頭招呼小怪，一齊動手。,銀角:招呼:小妖
只得請師父上馬，下山往西而去。,行者:請:三藏
行者道：「你不要我做徒弟，只怕你西天路去不成。」,行者:道:三藏
行者見說，喚山神、土地，同來見了三藏，具言前事。,孫悟空:喚:土地、山神
那怪見鈀來，使一個「鳳點頭」躲過。,妖精:鈀:八戒
僧官見了，大怒道：「道人少打！你豈不知我是僧官，但只有城上來的士夫降香，我方出來迎接。這等個和尚，你怎麼多虛少實，報我接他！看他那嘴臉，不是個誠實的，多是雲遊方上僧，今日天晚，想是要來借宿。我們方丈中，豈容他打攪！教他往前廊下蹲罷了，報我怎麼！」,僧官:大怒道:道人
時有天蓬、天佑急出靈霄寶殿道：「請如來少待，我主大駕來也。」,天佑:道:如來佛祖
行者道：「你這等長他那威風，胡言亂語的攔路報信，莫不是與他有親？不親必鄰，不鄰必友。」,行者:道:樵子
只見那行者自南山頂上，摘了幾個桃子，托著缽盂，一觔斗，點將回來；睜火眼金睛觀看，認得那女子是個妖精，放下缽盂，掣鐵棒，當頭就打。,行者:打:妖精
行者與沙僧、八戒急起身，穿了衣服，侍立左右道：「上告師父。這國君信著那些道士，興道滅僧，恐言語差錯，不肯倒換關文；我等護持師父，都進朝去也。」,侍立:道:三藏
那國王大驚道：「收了神通罷。曉得是這般變化了。」,國王:大罵道:八戒
三藏方問道：「老施主，高姓？」,三藏:問道:少年
沙僧道：「既把妖精打絕，無甚罣礙，將公主引入朝中去罷，不要睜眼。兄弟們，使個縮地法來。」,沙僧:道:行者
李天王道：「昨日到此安營下寨，著九曜星挑戰，被這廝大弄神通，九曜星俱敗走而回。後我等親自提兵，那廝也排開陣勢。我等十萬天兵，與他混戰至晚，他使個分身法戰退。及收兵查勘時，止捉得些狼蟲虎豹之類，不曾捉得他半個妖猴。今日還未出戰。」,李天王:道:行者
菩薩道：「莫言語，且看法力。」,菩薩:道:行者
夫人問道：「相公，有何事故？」,夫人:問道:丞相
童兒道：「但憑師父處治，只要我們贏他便了。若是再輸與他，不但低了聲名，又恐朝廷不敬重了。」,童兒:道:行者
那老君收了金鋼琢，請玉帝同觀音、王母、眾仙等，俱回靈霄殿。,太上老君:請:玉帝、觀音、王母、眾仙
眾怪道：「大王，你沒手段，等我們著幾個去報大大王，教點起本洞大小兵來，擺開陣勢，合力齊心，怕他走了那裏去！」,小妖:道:銀角
八戒道：「師兄息怒。這禪師也曉得過去未來之事，但看他『水怪前頭遇』這句話，不知驗否。饒他去罷。」,八戒:道:行者
行者頓首道：「因是在五莊觀，弟子不識鎮元大仙，毀傷了他的人參果樹，沖撞了他，他就困滯了我師父，不得前進。」,行者:道:菩薩
水蛇跳一跳，又變做一隻花鴇，木木樗樗的，立在蓼汀之上。,二郎真君:打:孫悟空
大仙道：「你若有此神通，醫得樹活，我與你八拜為交，結為兄弟。」,鎮元大仙:道:行者
菩薩叫：「悟空，伸手過來。」,菩薩:叫:行者
行者道：「我被那怪一口風噴將來，吹得我眼珠酸痛，這會子冷淚常流。」,行者:道:八戒
行者道：「你既不曾拿去，如何打下來就不見了？」,行者:道:土地
真君笑道：「小聖來此，必須與他鬭個變化。列公將天羅地網，不要幔了頂上，只四圍緊密，讓我賭鬭。若我輸與他，不必列公相助，我自有兄弟扶持；若贏了他，也不必列公綁縛，我自有兄弟動手。只請托塔天王與我使個照妖鏡，住立空中。恐他一時敗陣，逃竄他方，切須與我照耀明白，勿走了他。」,二郎真君:笑道:四大天王、李天王
叫：「小妖，且休舉哀，把豬八戒解下來，蒸得稀爛，等我喫飽了，再去拿孫行者報仇。」,金角:叫:小妖
大仙道：「他是東土唐駕下的聖僧，道號三藏，今往西天拜佛求經的和尚。」,鎮元大仙:道:二仙童
魔頭聞此言，那容分說，掣七星寶劍，望行者劈面砍來。,金角、銀角:砍:行者
國王道：「國師差矣。那和尚乃禪教出身，必然先會禪機，纔敢奉旨求經；你怎與他賭此？」,國王:道:虎力大仙
沙僧道：「師父叫我來幫幫功的。」,沙僧:道:八戒
八戒道：「我不知。」,八戒:道:小龍王
八戒道：「你會使銅鎚，想是雇在那個銀匠家扯爐，被你得了手，偷將出來的。」,八戒:道:怪物
行者道：「你莫詭詐欺心軟我，欲為脫身之計。果然是要保護唐僧，略無虛假，你可朝天發誓，我纔帶你去見我師父。」,行者:道:怪
