,s,summary,res
778,三藏道：「徒弟啊，卻怎生尋得馬著麼？」,三藏道孫悟空,"三藏道行者、八戒、沙僧、馬、麼著、酧、雷公、電母、醊天府仙吏
"
779,向菩薩道：「我欲從正，奈何『獲罪於天，無所禱也』！」,妖魔道菩薩,"菩薩道蕭瑀、張道源諸天與守山大神、木叉行者、善財童子、捧珠龍女
"
780,道：「賢駙馬，你怎的認得這和尚是馱公主的老虎？」,國王道老妖,"行者道三藏、八戒、沙僧、馬、長老、鎮元大仙、鯉太公、 隨、 道唐王
"
781,眾神各歸本處，把個土地趕在城隍廟裏暫住，他師徒們隱遁真形。,菩薩 、木叉趕土地,"眾神各歸本處孫悟空暫住山神、土地、廟靈神、啟奏道鱖少年
"
782,三藏道：「此陛下萬千之喜也。」,三藏道皇帝,"三藏道孫悟空、八戒、沙僧、陀、阿羊諸天與守山大神、木叉行者
"
783,唐三藏隨著行者、沙僧、八戒侍立樓下。,三藏隨行者、八戒、沙僧,"三藏隨行者、八戒、沙僧、樓下孫悟空、馬、鹿力大仙、長老
"
784,正欲收雲前進，被增長天王領著龐、劉、苟、畢、鄧、辛、張、陶，一路大力天丁，鎗刀劍戟，攩住天門，不肯放進。,增長天王攩住孫悟空,"增長天王領著龐、劉、苟、畢、鄧、辛、張、陶孫悟空、三藏
"
785,三藏道：「何為諂佞？」,三藏道童子,"三藏道行者、八戒、沙僧、馬、長老、鯉太子、鄧天君、雷公、電母、捧珠龍女
"
786,行者道：「無方別訪，果然容易；就是遊遍海角天涯，轉透三十六天，亦是小可；只是我那唐長老法嚴量窄，止與了我三日期限。三日以外不到，他就要念那緊箍兒咒哩。」,行者道福星,"孫悟空道三藏、八戒、沙僧、陀、馬、齊天府仙吏、酧天君、鱖少卿、鯉天師
"
787,那人道：「不是；我本宮有個太子，是我親生的儲君。」,皇帝道三藏,"皇帝道三藏、行者、 八戒、沙僧、馬、長老君、鯉太子、鿊諸天與大仙
"
788,菩薩道：「袈裟有好處，有不好處；有要錢處，有不要錢處。」,菩薩道蕭瑀,"菩薩道行者、八戒、沙僧、馬、魅、長老、鯉財童子、佈霧郎
"
789,丞相道：「這和尚是我與你的外孫。女婿陳光蕊被賊謀死，滿堂嬌被賊強占為妻。」,丞相 道夫人,"殷丞相道唐王 、文殊菩薩、徒弟，奎星、巴山財大神、木叉行者
"
790,沙僧道：「師兄，此間雖不是雷音，觀此景致，必有個好人居止。」,沙僧道行者,"沙僧道三藏、行者、八戒、悟淨、濊諸天與守山大神、無邊菩薩
"
791,早驚動龍王出來迎接。,龍王迎接孫悟空,"龍王迎接行者、八戒、沙僧、鱖婆、驚動龍子、龍孫、長老君、鯉龍王
"
792,八戒望見大喜道：「師兄，常言道：『要知山下路，須問去來人。』你上前問他一聲，何如？」,八戒大喜道行者,"八戒道三藏、行者、沙僧、馬、頭、酧、雷公、電母、齊天府仙吏道唐王
"
793,那妖魔氣得亂跳道：「罷了！罷了！我兒被他摜殺了！已是不可活了！只好拿那和尚來與我兒子償命報仇罷！渾家，你且莫哭。你如今心裏覺道怎麼？且醫治一醫治。」,老妖道行者,"妖魔道行者、八戒、沙僧、馬、鱖婆、鯦將軍、齊天府仙吏道銀角
"
794,行者道：「兄弟莫要胡說！那女子十八歲，這老婦有八十歲，怎麼六十多歲還生產？斷乎是個假的，等老孫去看來。」,行者道八戒,"行者道八戒、沙僧、三藏、馬、鹿力大仙、長老、鯉太上老君、獨、黑漢
"
795,老者戰兢兢道：「這般好俊師父，怎麼尋這樣醜徒弟！」,老者道三藏,"老者道行者、八戒、沙僧、馬、麼尋這樣、醜徒弟、黑魚精、雷公
"
796,國王見說，即命打掃壇場；一壁廂教：「擺駕，寡人親上五鳳樓觀看。」,國王教多官,"國王命打掃壇場行者、八戒、沙僧、鱖廂教孫悟空、馬、鹿力大仙
"
797,那三道士陪國王坐在樓上。,三道士陪國王,"道士陪國王、坐在樓上三藏、行者、 八戒、沙僧、馬、鹿力大仙
"
798,行者道：「且等老孫去看看吉凶，再作區處。」,孫悟空道三藏,"行者道三藏、八戒、沙僧、馬、鹿力大仙、铨、鄧天君、雷公、電母
"
799,大聖道：「你這老官兒，著實無禮。縱放家屬為邪，該問個鈐束不嚴的罪名。」,行者道太上老君,"孫悟空道四健將軍、東海龍王、雷公、電母諸天與守山大神、木叉行者、捧珠龍女
"
800,行者道：「我上普陀巖拜問菩薩，看這妖怪是那裏出身，姓甚名誰。尋著他的祖居，拿了他的家屬，捉了他的四鄰，卻來此擒怪救師。」,行者道八戒,"孫悟空道三藏、行者、 八戒、沙僧、陀、馬、阿府仙吏、鄰天王、雷公
"
801,沙僧道：「你還腰疼哩。」,沙僧道行者,"沙僧道行者、八戒、悟淨、揭諦神眾、翊諸天與守山大神、道士、神、帥君
"
802,行者道：「我虧了南海菩薩勸善，教我正果，隨東土唐僧，上西方拜佛，皈依沙門，又喚為行者了。」,孫悟空道龍王,"行者道三藏、八戒、沙僧、馬、長老、鯉財童子、佈霧神、rose個少年
"
803,八戒道：「好！好！好！做個夢罷了，又告誦他。他那些兒不會作弄人哩？就教你三樁兒造化底。」,八戒道行者,"八戒道行者、沙僧、三藏、馬、鹿力大仙、長老、鯉太宰、酧天君、 道唐王
"
804,行者道：「拿你的那虎怪，已被八戒打死了，只是老妖的風勢利害。料著只在今日，管取拿他。你放心莫哭，我去啞。」,行者道三藏,"行者道八戒、沙僧、三藏、馬、風勢利害、鎮元大仙、長老、酊天府仙吏
"
805,三藏見了，扯住行者道：「悟空，這樣一個菩薩，你搗他窩巢怎的？」,三藏扯住行者,"三藏扯住道孫悟空、八戒、沙僧、雷公、電母、黑漢、鱖少年
"
806,大仙道：「清風、明月，卻也中用。常時節，日高三丈，腰也不伸；今日我們不在，他倒肯起早，開門掃地。」,鎮元大仙道清風、明月,"鎮元大仙道清風、明月、尉遲母、 八戒、沙僧、馬、長老、鯉太子
"
807,束緊了口繩，高吊在馱梁之上。,紅孩兒吊八戒,"束緊高吊繩瓊菩薩、木叉、善財童子、捧珠龍女道孫悟空
"
808,叫：「抬出童男童女來！」,怪物叫老者,"行者叫八戒、沙僧、三藏、馬、鄧天君、雷公、電母、鯉太子、長老君
"
809,沙僧道：「師父啊，不知師兄搗得是甚麼鬼哩。」,沙僧道三藏,"沙僧道三藏、行者、八戒、悟淨、鬼揭諸天與守山大神、無邊菩薩
"
810,行者將菩薩降魔收怪的那一節，陳訴與他君臣聽了，一個個頂禮不盡。,君臣儲后頂禮行者,"孫悟空陳訴、他君臣聽菩薩、降金頂禮不盡、銀角
"
811,行者道：「我僧乃東土之人，乍來此處，街道尚且不通，如何夜裏就知他觀中之事？既遺下小便，就該當時捉住，卻這早晚坐名害人；天下假名託姓的無限，怎麼就說是我？望陛下回嗔詳察。」,行者道國王,"行者道三藏、八戒、沙僧、雷公、電母、馬、鹿力大仙、铨、長老
"
812,那妖道：「既不怪我，怎麼就丟我這一跌？」,怪道行者,"精細鬼、伶俐蟲道伯欽、三藏、行者、 八戒、沙僧、馬、鱖少年
"
813,行者道：「這還是個過路的妖精，不敢惹我們。」,行者道三藏,"行者道三藏、八戒、沙僧、馬、鹿力大仙、铊天府仙吏、長老君
"
814,那帝君慌忙回禮道：「大聖，失迎。請荒居奉茶。」,帝君回禮道行者,"帝君回禮道行者、八戒、沙僧、馬、魅風、流、奔、巴、鯅、長老
"
815,那沙僧依命，八戒相隨，與行者各持兵器前來。,八戒相隨行者,"沙僧依命八戒相隨孫悟空、摩昂、漢翊菩薩、鹿力大仙
"
816,老者道：「不敢！不敢！只是用兩個紅漆丹盤，請二位坐在盤內，放在桌上，著兩個後生抬一張桌子，把你們抬上廟去。」,老者道行者,"老者道三藏、行者、八戒、沙僧、馬、鄧天君、雷公、電母、長老君
"
817,遂把八戒吊在東廊，沙僧吊在西邊，唐僧吊在中間，白馬送在槽上，行李收將進去。,小妖吊沙僧,"沙僧送白馬、李收將進去槽上三藏、行者、八戒、漢翊拽皇大帝
"
818,眾妖們，大家響響的答應了一聲「是！」,小妖答應妖魔,"小妖答應行者、八戒、沙僧、鱖婆、長老精細鬼、馬、鹿力大仙
"
819,行者道：「沒處放馬，可有處牽馬麼？」,行者道八戒,"行者道沙僧、八戒、沒玄奘、摩昂、馬、麼處、醧天君、雷公、電君
"
820,長老只得依他，又加鞭催馬而去。,三藏依行者,"三藏加鞭催而去行者、八戒、沙僧、馬、長老、得依他唐王
"
821,那怪咄的一聲罵道：「你這狗心賤婦，全沒人倫！我當初帶你到此，更無半點兒說話。你穿的錦，戴的金，缺少東西我去尋。四時受用，每日情深。你怎麼只想你父母，更無一點夫婦心？」,老妖罵道公主,"怪咄的一聲罵道行者、八戒、沙僧、馬、齊天府鬼、鱖少卿丞相
"
822,卻說行者伏侍唐僧西進，行經數日，正是那臘月寒天，朔風凜凜，滑凍凌凌；走的是些懸崖峭壁崎嶇路，疊嶺層巒險峻山。,行者伏侍唐僧,"行者巒險峻婦人、八戒、沙僧伏侍三藏、馬、風、魅、流、奔、巴
"
823,內有把門的小妖，開了門道：「巴山虎、倚海龍來了？」,小妖道毫毛,"小妖開門道金角、銀悟頂大仙、尉道黑魚精、導猴王、尖精
"
824,菩薩道：「悟空，唐僧行到何處也？」,菩薩道行者,"菩薩道行者、八戒、沙僧、馬、魅、長老、鯉財童子、佈霧�
"
825,行者道：「你兒子便是熟嘴！我這些時，只因跟我師父走路辛苦，還懶說話哩。」,行者道老者,"孫悟空道三藏、行者、 八戒、沙僧、馬、高才、齊天府仙吏、鯉太子
"
826,菩薩道：「既無盛會，又不傳杯，汝等可跟貧僧去見玉帝。」,菩薩道眾仙,"菩薩道行者、八戒、沙僧、推雲童子、佈霧郎君、靈神、鎮元大仙
"
827,三藏又拜謝伯欽厚恩憐憫救命。,三藏拜謝伯欽,"三藏拜謝伯欽厚恩憐憫救命行者、八戒、悟淨、沙僧
"
828,行者道：「兄弟啊，你說我發急為何？你看這：彩畫雕欄狼狽，寶妝亭閣攲歪。莎江蓼岸盡塵埋，芍藥荼䕷俱敗。茱莉玫瑰香暗，牡丹百合空開。芙蓉木槿草垓垓，異卉奇葩壅壞。巧石山峰俱倒，池塘水涸魚衰。青松紫竹似乾柴，滿路茸茸蒿艾。丹桂碧桃枝損，海榴棠棣根歪。橋頭曲徑有蒼苔，冷落花園境界！」,行者道八戒,"行者道八戒、沙僧、三藏、馬、鹿力大仙、長老、鯉財童子、獨諸天與
"
829,那土地、山神，心中恐懼，與五方揭諦商議了，卻來到三山門外叫道：「大聖！山神、土地、五方揭諦來見。」,山神道土地,"五方揭諦道孫悟空、三藏、行者、八戒、沙僧、鱖婆、長老
"
830,妖精想著南邊再無他處，斷然是請觀音菩薩，急按下雲，叫：「小的們，把我那皮袋尋出來。多時不用，只恐口繩不牢，與我換上一條，放在二門之下，等我去把八戒賺將回來，裝於袋內，蒸得稀爛，犒𤛮你們。」,紅孩兒叫小妖,"妖精叫行者、八戒、沙僧、馬、鱖婆、鯉臣、鍧珠龍女道觀音菩薩
"
831,沙僧道：「不打緊，師父，你且坐在這裏，等我去尋他來。」,沙僧道三藏,"沙僧道行者、八戒、悟淨、揭諦神眾、幸童子、雷公、電母、長老君
"
832,這一篇，原來是太子小心，恐怕來傷了唐僧，故意留住妖魔，更不知行者安排著要打。,唐僧留住太子,"太子傷三藏、行者、八戒、沙僧、馬、齊天府仙吏道小妖、尚個少年
"
833,急躬身厲聲高叫道：「是那一朝陛下？請坐。」,三藏高叫道皇帝,"怪物高叫道黑魚精、伶俐蟲、從與五方揭諦神眾阿羅頂大仙
"
834,行者道：「你那裏知道。我自從回來，這幾日弄得身上有些妖精氣了。師父是個愛乾淨的，恐怕嫌我。」,行者道八戒,"行者道三藏、八戒、沙僧、雷公、電母、馬、鹿力大仙、铨、長老
"
835,那九曜星立住陣勢道：「你這不知死活的弼馬溫！你犯了十惡之罪，先偷桃，後偷酒，攪亂了蟠桃大會，又竊了老君仙丹，又將御酒偷來此處享樂，你罪上加罪，豈不知之？」,九曜星道孙悟空,"九曜星立住陣勢道孫悟空、秦瓊三藏、徐茂功、護國兒
"
836,沙僧道：「正是這般。不必遲疑。」,沙僧道行者,"沙僧道行者、八戒、悟淨、揭諦神眾、翊諸天與守山大神、道士、神、帥君
"
837,豬八戒在旁邊，看得明白：妖精雖不敗陣，卻只是遮攔隔架，全無攻殺之能；行者縱不贏他，棒法精強，來往只在那妖精頭上，不離了左右。,八戒看行者,"八戒看紅孩兒、徒只在那猛虎、往只精頭上，道洞主攻殺者
"
838,長老回禮道：「貧僧就是。仙童為何知我賤名？」,三藏道清風、明月,"三藏回禮道行者、八戒、沙僧、馬、長老、黑漢、鹿力大仙
"
839,大聖高叫道：「小的們！我來也！」,孫悟空高叫道眾怪,"孫悟空高叫道四健將軍、二十四路諸天與守山大神、木叉行者、善財童子、倚海龍
"
840,太子跑在面前道：「母親，不敢說。今日早朝，蒙欽差架鷹逐犬，出城打獵，偶遇東土駕下來的個取經聖僧，有大徒弟乃孫行者，極善降妖。原來我父王死在御花園八角琉璃井內，這全真假變父王，侵了龍位。今夜三更，父王託夢，請他到城捉怪，孩兒不敢盡信，特來問母。母親纔說出這等言語，必然是個妖精。」,太子道娘娘,"太子道三藏、行者、八戒、沙僧、馬、鱖少卿、鯉头道老和尚、長老
"
841,旁邊閃過龍子、龍孫、蝦臣、蟹士、鰣軍師、鱖少卿、鯉太宰，一齊啟奏道：「大王且息怒。常言道：『過耳之言，不可聽信。』大王此去，必有雲從，必有雨助，恐驚了長安黎庶，上天見責。大王隱顯莫測，變化無方，但只變一秀士，到長安城內，訪問一番。果有此輩，容加誅滅不遲；若無此輩，可不是妄害他人也？」,鰣軍師啟奏道龍王,"龍孫啟奏道玉皇大帝、 八戒、沙僧、鱖少卿、鯉太宰、道婦
"
